,Date,Species,Trap,Latitude,Longitude,Block,AddressAccuracy,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Trange,relative_humidity,Year,Month,Week,Day
1754,2007-08-24,CULEX PIPIENS,T069,41.768388,-87.678649,22,8,5,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1755,2007-08-24,CULEX PIPIENS,T071,41.781416,-87.776532,61,8,10,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1756,2007-08-24,CULEX PIPIENS,T073,41.773215,-87.60088,10,8,10,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1757,2007-08-24,CULEX PIPIENS,T074,41.822536,-87.666343,39,9,7,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1758,2007-08-24,CULEX PIPIENS,T078,41.775051,-87.655356,65,9,1,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1759,2007-08-24,CULEX PIPIENS,T079,41.766202,-87.562889,71,9,14,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1760,2007-08-24,CULEX PIPIENS,T080,41.754676,-87.612922,77,9,17,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1761,2007-08-24,CULEX PIPIENS,T081,41.821582,-87.627796,40,9,16,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1762,2007-08-24,CULEX PIPIENS,T082,41.803423,-87.642984,50,8,17,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1763,2007-08-24,CULEX PIPIENS,T083,41.754292,-87.590773,79,9,14,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1764,2007-08-24,CULEX PIPIENS,T084,41.692555,-87.598865,20,8,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1765,2007-08-24,CULEX PIPIENS,T085,41.721474,-87.648064,10,8,7,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1766,2007-08-24,CULEX PIPIENS,T086,41.688324,-87.676709,44,16,38,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1767,2007-08-24,CULEX PIPIENS,T088,41.869107,-87.696293,10,9,10,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1768,2007-08-24,CULEX PIPIENS,T089,41.723195,-87.64997,10,5,1,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1769,2007-08-24,CULEX PIPIENS,T091,41.862292,-87.64886,11,8,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1770,2007-08-24,CULEX PIPIENS,T092,41.869216,-87.627561,11,8,2,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1771,2007-08-24,CULEX PIPIENS,T094,41.720848,-87.666014,17,9,6,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1772,2007-08-24,CULEX PIPIENS,T096,41.731922,-87.677512,22,8,4,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1773,2007-08-24,CULEX PIPIENS,T097,41.644612,-87.604498,82,5,2,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1774,2007-08-24,CULEX PIPIENS,T099,41.733643,-87.55551,89,8,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1775,2007-08-24,CULEX PIPIENS,T100,41.717753,-87.531657,98,8,16,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1776,2007-08-24,CULEX PIPIENS,T114,41.798697,-87.736812,52,8,8,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1777,2007-08-24,CULEX PIPIENS,T135,41.662014,-87.724608,126,24,106,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1778,2007-08-24,CULEX PIPIENS,T143,41.999129,-87.795585,65,8,4,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1779,2007-08-24,CULEX PIPIENS,T144,41.94016,-87.794896,33,9,15,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1780,2007-08-24,CULEX PIPIENS,T145,41.878114,-87.629798,86,6,2,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1781,2007-08-24,CULEX PIPIENS,T146,41.958271,-87.702575,42,9,4,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1782,2007-08-24,CULEX PIPIENS,T147,41.932094,-87.700117,28,8,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1783,2007-08-24,CULEX PIPIENS,T150,42.006858,-87.675919,18,9,1,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1784,2007-08-24,CULEX PIPIENS,T151,41.916265,-87.800515,70,8,2,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1785,2007-08-24,CULEX PIPIENS,T152,41.846075,-87.716277,25,9,5,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1786,2007-08-24,CULEX PIPIENS,T153,41.907645,-87.760886,15,8,7,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1787,2007-08-24,CULEX PIPIENS,T155,41.776156,-87.778927,63,9,5,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1788,2007-08-24,CULEX PIPIENS,T156,41.772846,-87.740029,66,9,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1789,2007-08-24,CULEX PIPIENS,T158,41.682587,-87.707973,35,9,5,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1790,2007-08-24,CULEX PIPIENS,T160,41.903002,-87.688267,11,8,3,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1791,2007-08-24,CULEX PIPIENS,T162,41.725517,-87.614258,93,8,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1792,2007-08-24,CULEX PIPIENS,T218,41.948167,-87.730698,37,8,8,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1793,2007-08-24,CULEX PIPIENS,T219,41.966987,-87.674677,18,8,1,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1794,2007-08-24,CULEX PIPIENS,T220,41.963976,-87.69181,45,9,5,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1795,2007-08-24,CULEX PIPIENS/RESTUANS,T001,41.953705,-87.733974,40,8,2,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1796,2007-08-24,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,41,9,27,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1797,2007-08-24,CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,46,8,12,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1798,2007-08-24,CULEX PIPIENS/RESTUANS,T005,41.942114,-87.776385,60,8,5,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1799,2007-08-24,CULEX PIPIENS/RESTUANS,T006,41.990284,-87.797127,60,8,1,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1800,2007-08-24,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.777921,70,9,12,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1801,2007-08-24,CULEX PIPIENS/RESTUANS,T009,41.981964,-87.812827,91,8,7,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1802,2007-08-24,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,36,8,17,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1803,2007-08-24,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,61,8,6,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1804,2007-08-24,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,61,9,35,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1805,2007-08-24,CULEX PIPIENS/RESTUANS,T014,41.970248,-87.787992,64,8,10,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1806,2007-08-24,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.811506,72,8,9,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1807,2007-08-24,CULEX PIPIENS/RESTUANS,T018,42.010412,-87.66214,12,8,1,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1808,2007-08-24,CULEX PIPIENS/RESTUANS,T019,41.94983,-87.698457,38,9,1,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1809,2007-08-24,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,49,9,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1810,2007-08-24,CULEX PIPIENS/RESTUANS,T030,41.89923,-87.716788,10,9,4,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1811,2007-08-24,CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,50,9,1,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1812,2007-08-24,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,14,9,20,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1813,2007-08-24,CULEX PIPIENS/RESTUANS,T034,41.843811,-87.686763,27,9,4,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1814,2007-08-24,CULEX PIPIENS/RESTUANS,T035,41.836644,-87.677737,30,8,8,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1815,2007-08-24,CULEX PIPIENS/RESTUANS,T036,41.837085,-87.729384,42,9,1,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1816,2007-08-24,CULEX PIPIENS/RESTUANS,T037,41.921177,-87.79518,68,8,15,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1817,2007-08-24,CULEX PIPIENS/RESTUANS,T039,41.911824,-87.726737,17,9,9,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1818,2007-08-24,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,15,8,2,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1819,2007-08-24,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.654491,25,8,2,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1820,2007-08-24,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,11,9,19,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1821,2007-08-24,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,11,8,6,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1822,2007-08-24,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,11,8,10,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1823,2007-08-24,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,21,8,2,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1824,2007-08-24,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,22,8,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1825,2007-08-24,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,22,8,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1826,2007-08-24,CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,37,9,1,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1827,2007-08-24,CULEX PIPIENS/RESTUANS,T065,41.778297,-87.752411,52,9,18,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1828,2007-08-24,CULEX PIPIENS/RESTUANS,T067,41.759346,-87.745602,73,9,6,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1829,2007-08-24,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,22,8,35,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1830,2007-08-24,CULEX PIPIENS/RESTUANS,T070,41.797616,-87.797894,52,8,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1831,2007-08-24,CULEX PIPIENS/RESTUANS,T071,41.781416,-87.776532,61,8,6,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1832,2007-08-24,CULEX PIPIENS/RESTUANS,T072,41.74785,-87.702716,80,9,1,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1833,2007-08-24,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,10,8,12,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1834,2007-08-24,CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,39,9,9,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1835,2007-08-24,CULEX PIPIENS/RESTUANS,T075,41.799282,-87.585487,47,8,2,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1836,2007-08-24,CULEX PIPIENS/RESTUANS,T076,41.794781,-87.615989,55,8,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1837,2007-08-24,CULEX PIPIENS/RESTUANS,T077,41.778748,-87.586427,64,8,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1838,2007-08-24,CULEX PIPIENS/RESTUANS,T078,41.775051,-87.655356,65,9,2,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1839,2007-08-24,CULEX PIPIENS/RESTUANS,T079,41.766202,-87.562889,71,9,6,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1840,2007-08-24,CULEX PIPIENS/RESTUANS,T080,41.754676,-87.612922,77,9,20,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1841,2007-08-24,CULEX PIPIENS/RESTUANS,T081,41.821582,-87.627796,40,9,15,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1842,2007-08-24,CULEX PIPIENS/RESTUANS,T082,41.803423,-87.642984,50,8,16,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1843,2007-08-24,CULEX PIPIENS/RESTUANS,T083,41.754292,-87.590773,79,9,6,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1844,2007-08-24,CULEX PIPIENS/RESTUANS,T084,41.692555,-87.598865,20,8,15,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1845,2007-08-24,CULEX PIPIENS/RESTUANS,T085,41.721474,-87.648064,10,8,13,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1846,2007-08-24,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,66,24,69,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1847,2007-08-24,CULEX PIPIENS/RESTUANS,T088,41.869107,-87.696293,10,9,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1848,2007-08-24,CULEX PIPIENS/RESTUANS,T089,41.723195,-87.64997,10,5,6,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1849,2007-08-24,CULEX PIPIENS/RESTUANS,T091,41.862292,-87.64886,11,8,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1850,2007-08-24,CULEX PIPIENS/RESTUANS,T092,41.869216,-87.627561,11,8,2,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1851,2007-08-24,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,17,9,10,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1852,2007-08-24,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.703736,33,8,6,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1853,2007-08-24,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,22,8,21,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1854,2007-08-24,CULEX PIPIENS/RESTUANS,T097,41.644612,-87.604498,82,5,2,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1855,2007-08-24,CULEX PIPIENS/RESTUANS,T099,41.733643,-87.55551,89,8,4,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1856,2007-08-24,CULEX PIPIENS/RESTUANS,T100,41.717753,-87.531657,98,8,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1857,2007-08-24,CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,52,8,1,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1858,2007-08-24,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,84,16,53,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1859,2007-08-24,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,53,9,2,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1860,2007-08-24,CULEX PIPIENS/RESTUANS,T143,41.999129,-87.795585,65,8,8,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1861,2007-08-24,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,33,9,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1862,2007-08-24,CULEX PIPIENS/RESTUANS,T145,41.878114,-87.629798,86,6,10,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1863,2007-08-24,CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,42,9,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1864,2007-08-24,CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,28,8,2,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1865,2007-08-24,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.687769,75,8,1,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1866,2007-08-24,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,70,8,8,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1867,2007-08-24,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,25,9,3,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1868,2007-08-24,CULEX PIPIENS/RESTUANS,T153,41.907645,-87.760886,15,8,17,0,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
1869,2007-08-24,CULEX PIPIENS/RESTUANS,T154,41.918705,-87.752329,21,8,12,1,80.5,69.0,75.0,67.0,69.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,11.5,83,2007,8,34,24
