,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Neighborhood,Year Remod/Add,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Foundation,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,TotRms AbvGrd,Functional,Garage Type,Paved Drive,Wood Deck SF,Sale Type,SalePrice,Overall Qual Cond,Exter Qual Cond,Bsmt,Kitchen and Qual,Fireplaces and Qual,Garage,Porch total,Age,HeatingMod
367,50,RL,51.0,6191,Pave,None,SWISU,1950,Wd Sdng,Wd Sdng,None,0.0,CBlock,824,464,0,1288,0.0,0.0,1,6,8,Detchd,Y,0,WD ,112000,20,9,5824.0,3,0,2160.0,0,65,0.9074944103071056
368,20,RL,80.0,8700,Pave,None,NAmes,1963,MetalSd,MetalSd,BrkFace,148.0,CBlock,1128,0,0,1128,1.0,0.0,2,6,8,Attchd,Y,192,WD ,155000,30,12,30232.0,3,0,18900.0,20,45,1.2099925470761408
369,60,RL,92.0,12003,Pave,None,Timber,2010,VinylSd,VinylSd,BrkFace,84.0,PConc,774,1194,0,1968,0.0,0.0,2,8,8,BuiltIn,Y,0,New,269500,40,12,23220.0,5,4,55080.0,75,1,1.512490683845176
370,80,RL,0.0,12700,Pave,None,NAmes,1964,HdBoard,HdBoard,None,0.0,CBlock,1246,0,0,1246,1.0,0.0,1,6,8,Attchd,Y,0,WD ,172000,30,9,18672.0,3,8,15876.0,69,42,0.9074944103071056
371,70,RL,75.0,13125,Pave,None,Crawfor,1984,Wd Sdng,Wd Sdng,None,0.0,CBlock,960,780,0,1740,0.0,0.0,1,6,8,Attchd,Y,0,CWD,219500,42,9,12350.0,3,8,2160.0,0,67,0.9074944103071056
372,20,RL,0.0,8638,Pave,None,Sawyer,1963,HdBoard,HdBoard,None,0.0,PConc,925,0,0,925,1.0,0.0,1,5,8,Detchd,Y,203,WD ,133500,30,9,15926.0,3,0,8712.0,74,43,1.2099925470761408
373,80,RL,76.0,9967,Pave,None,Gilbert,2000,VinylSd,VinylSd,None,0.0,PConc,774,656,0,1430,0.0,0.0,2,8,8,BuiltIn,Y,100,WD ,170000,35,9,9216.0,3,3,14400.0,0,7,1.512490683845176
374,70,RM,60.0,9600,Pave,Grvl,OldTown,2003,Wd Sdng,Wd Sdng,None,0.0,BrkTil,930,636,0,1566,0.0,0.0,2,7,8,Detchd,Y,54,WD ,150000,72,16,16740.0,4,0,2592.0,228,110,0.7548348847180488
375,20,RL,0.0,12774,Pave,None,NAmes,1953,MetalSd,MetalSd,None,0.0,PConc,950,0,0,950,0.0,0.0,1,5,8,Detchd,Y,0,WD ,130000,25,9,13696.0,3,0,7200.0,32,55,0.7548348847180488
376,80,RL,70.0,8163,Pave,None,NAmes,1959,HdBoard,HdBoard,BrkFace,128.0,CBlock,1144,0,0,1144,1.0,0.0,1,6,8,Attchd,Y,86,WD ,143000,30,12,38558.0,3,3,14328.0,0,47,0.9074944103071056
377,20,RL,90.0,9900,Pave,None,NAmes,1961,Plywood,Plywood,None,0.0,CBlock,1114,0,0,1114,1.0,0.0,1,5,8,Attchd,Y,0,COD,140000,25,12,20052.0,3,0,16236.0,164,47,0.9074944103071056
378,20,RL,95.0,13651,Pave,None,NAmes,1973,Plywood,Plywood,BrkFace,1115.0,CBlock,2223,0,0,2223,1.0,0.0,2,8,8,Attchd,Y,300,WD ,244000,42,12,132568.0,3,8,27864.0,0,34,1.512490683845176
379,75,RM,60.0,7200,Pave,None,IDOTRR,1996,MetalSd,MetalSd,None,0.0,BrkTil,581,530,0,1111,0.0,0.0,1,6,8,Detchd,N,0,WD ,101000,35,9,6360.0,2,0,2592.0,0,87,0.9074944103071056
380,20,RM,65.0,9750,Pave,Grvl,OldTown,1958,HdBoard,HdBoard,None,0.0,CBlock,960,0,0,960,0.0,0.0,1,5,8,Detchd,Y,0,WD ,125000,25,9,17280.0,3,0,11232.0,0,48,1.512490683845176
381,60,RL,73.0,11184,Pave,None,Gilbert,1998,VinylSd,VinylSd,None,0.0,PConc,932,701,0,1633,0.0,0.0,2,7,8,Attchd,Y,0,WD ,183000,30,9,22368.0,3,3,24840.0,39,10,1.2099925470761408
382,75,RM,92.0,5520,Pave,None,OldTown,1950,Wd Sdng,Wd Sdng,None,0.0,CBlock,929,929,371,2229,0.0,0.0,1,8,8,,Y,0,WD ,104000,36,9,13590.0,3,0,0.0,198,97,1.512490683845176
383,45,RL,64.0,6390,Pave,None,NAmes,1954,MetalSd,MetalSd,None,0.0,CBlock,984,0,0,984,1.0,0.0,1,4,8,Detchd,Y,0,WD ,112500,42,9,16848.0,3,0,2520.0,0,54,0.9074944103071056
384,20,RL,79.0,10240,Pave,None,NWAmes,1980,Plywood,Plywood,BrkFace,157.0,CBlock,1686,0,0,1686,1.0,0.0,2,7,8,Attchd,Y,384,WD ,207500,36,12,24854.0,3,3,11016.0,131,26,0.9074944103071056
385,20,RL,78.0,9316,Pave,None,CollgCr,2005,VinylSd,VinylSd,BrkFace,140.0,PConc,1614,0,0,1614,0.0,0.0,2,7,8,Attchd,Y,100,WD ,225000,35,12,152592.0,4,4,31104.0,45,1,1.512490683845176
386,20,RL,60.0,7200,Pave,None,CollgCr,1972,VinylSd,VinylSd,None,0.0,CBlock,864,0,0,864,0.0,0.0,1,5,8,Detchd,Y,0,WD ,119900,40,9,13367.0,3,0,2673.0,0,34,1.512490683845176
387,20,RL,108.0,12228,Pave,None,NridgHt,2006,VinylSd,VinylSd,Stone,206.0,PConc,1740,0,0,1740,0.0,0.0,2,8,8,Attchd,Y,0,New,293000,35,12,68840.0,4,0,47196.0,43,0,1.512490683845176
388,20,RL,78.0,10335,Pave,None,Sawyer,1993,Plywood,Plywood,None,0.0,CBlock,1721,0,0,1721,0.0,0.0,2,7,7,Attchd,Y,0,WD ,180000,30,9,22878.0,3,3,15840.0,96,38,1.2099925470761408
389,80,RL,0.0,12328,Pave,None,Mitchel,1976,HdBoard,HdBoard,BrkFace,335.0,CBlock,1034,0,0,1034,1.0,0.0,1,6,8,Attchd,Y,0,WD ,169900,30,9,43329.0,3,0,23976.0,0,34,0.9074944103071056
390,90,RM,68.0,8930,Pave,None,Sawyer,1978,VinylSd,VinylSd,None,0.0,Slab,1318,584,0,1902,0.0,0.0,2,8,8,Attchd,Y,0,WD ,112000,30,9,0.0,6,0,9702.0,0,32,0.9074944103071056
391,20,RL,81.0,9672,Pave,None,SawyerW,1985,HdBoard,Plywood,None,0.0,PConc,1097,0,0,1097,0.0,0.0,2,6,8,Attchd,Y,0,WD ,152000,30,9,22932.0,3,0,8640.0,0,26,0.9074944103071056
392,60,RL,120.0,13975,Pave,None,NridgHt,2006,VinylSd,VinylSd,BrkFace,525.0,PConc,1117,1089,0,2206,0.0,0.0,2,10,8,BuiltIn,Y,148,New,300000,45,12,78480.0,5,4,54270.0,95,1,1.512490683845176
393,80,RL,94.0,7819,Pave,None,Edwards,1976,Plywood,Plywood,None,0.0,CBlock,1117,0,0,1117,1.0,0.0,1,6,8,Detchd,Y,144,WD ,107000,30,9,43361.0,3,3,12096.0,0,34,0.9074944103071056
394,190,RM,60.0,11340,Pave,None,OldTown,1950,VinylSd,AsbShng,None,0.0,PConc,1246,1044,0,2290,0.0,0.0,2,11,8,Detchd,N,0,WD ,122500,24,9,13986.0,6,0,10080.0,0,125,1.2099925470761408
395,160,RM,21.0,1680,Pave,None,BrDale,1972,HdBoard,HdBoard,BrkFace,504.0,CBlock,483,465,0,948,0.0,0.0,1,5,8,Detchd,Y,0,WD ,89000,30,9,7590.0,3,0,2376.0,0,34,0.9074944103071056
396,50,RL,65.0,6001,Pave,None,SWISU,1950,VinylSd,VinylSd,None,0.0,CBlock,600,319,0,919,0.0,0.0,1,5,8,Detchd,Y,0,WD ,95000,30,9,5728.0,3,0,2079.0,0,70,1.512490683845176
397,20,RL,78.0,11700,Pave,None,NWAmes,1968,MetalSd,MetalSd,BrkFace,41.0,CBlock,1152,0,0,1152,1.0,0.0,1,7,8,Attchd,Y,0,CWD,143450,36,9,16416.0,3,0,14832.0,126,39,1.512490683845176
398,60,RL,102.0,12858,Pave,None,NridgHt,2010,VinylSd,VinylSd,Stone,162.0,PConc,1627,707,0,2334,0.0,0.0,2,10,8,Attchd,Y,144,New,376162,45,15,47700.0,5,4,60831.0,133,1,1.512490683845176
399,20,RL,73.0,9300,Pave,None,NAmes,1960,MetalSd,HdBoard,BrkFace,324.0,CBlock,1264,0,0,1264,1.0,0.0,1,6,8,Attchd,Y,0,WD ,167500,25,9,18642.0,3,8,8298.0,143,50,0.9074944103071056
400,90,RL,64.0,7018,Pave,None,SawyerW,1979,Plywood,Plywood,Stone,275.0,CBlock,1224,0,0,1224,2.0,0.0,0,6,8,Detchd,Y,120,WD ,153337,25,9,45612.0,6,6,9504.0,0,30,0.9074944103071056
401,70,RH,54.0,6629,Pave,None,Edwards,1950,Wd Sdng,Wd Sdng,None,0.0,BrkTil,697,672,0,1369,1.0,0.0,2,6,8,Detchd,Y,147,WD ,103600,36,12,9341.0,3,0,2700.0,0,84,0.9074944103071056
402,20,RL,75.0,10650,Pave,None,CollgCr,1976,HdBoard,HdBoard,None,0.0,CBlock,894,0,0,894,1.0,0.0,1,5,8,Attchd,Y,365,WD ,128200,30,9,36108.0,3,0,2772.0,0,34,0.9074944103071056
403,160,FV,0.0,2117,Pave,None,Somerst,2000,MetalSd,MetalSd,BrkFace,216.0,PConc,769,804,0,1573,0.0,0.0,2,5,8,Detchd,Y,0,WD ,177500,30,12,15876.0,4,0,7920.0,32,10,1.512490683845176
404,60,RL,105.0,13650,Pave,None,NridgHt,2002,VinylSd,VinylSd,BrkFace,232.0,PConc,1687,563,0,2250,1.0,0.0,2,7,8,Attchd,Y,238,WD ,320000,40,12,136140.0,4,5,61236.0,130,8,1.512490683845176
405,60,RL,42.0,8433,Pave,None,Gilbert,2000,VinylSd,VinylSd,None,0.0,PConc,819,695,0,1514,1.0,0.0,2,7,8,Attchd,Y,0,WD ,190000,30,9,14958.0,3,3,21276.0,72,9,1.512490683845176
406,160,RM,21.0,1680,Pave,None,BrDale,1971,CemntBd,CmentBd,BrkFace,236.0,CBlock,672,546,0,1218,0.0,0.0,1,7,8,,N,201,WD ,91500,30,9,12096.0,3,0,0.0,0,35,0.9074944103071056
407,190,RM,50.0,6000,Pave,None,OldTown,1954,Wd Sdng,Wd Sdng,None,0.0,CBlock,811,576,0,1387,0.0,0.0,2,7,8,BuiltIn,Y,0,WD ,93000,20,9,14598.0,8,0,2304.0,0,55,0.9074944103071056
408,70,C (all),50.0,8500,Pave,Pave,IDOTRR,1950,BrkFace,BrkFace,None,0.0,BrkTil,649,668,0,1317,0.0,0.0,1,6,8,Detchd,N,0,WD ,40000,16,6,11682.0,3,0,1500.0,54,88,0.9074944103071056
409,70,RM,60.0,6882,Pave,None,IDOTRR,2006,Wd Sdng,Wd Sdng,None,0.0,PConc,773,582,0,1355,0.0,0.0,1,7,8,,Y,136,WD ,127000,42,9,12312.0,4,0,0.0,0,93,0.9074944103071056
410,30,C (all),66.0,8712,Grvl,None,IDOTRR,1950,Wd Sdng,Wd Sdng,None,0.0,CBlock,952,0,0,952,0.0,0.0,1,5,8,Detchd,N,0,WD ,50138,28,4,13608.0,3,0,5940.0,0,114,1.2099925470761408
411,20,RL,0.0,7917,Pave,None,Edwards,1976,HdBoard,HdBoard,BrkFace,174.0,CBlock,1113,0,0,1113,1.0,0.0,1,6,8,Attchd,Y,370,WD ,148000,42,12,21424.0,3,2,12096.0,30,31,0.9074944103071056
412,30,RM,71.0,6900,Pave,None,IDOTRR,1955,VinylSd,VinylSd,None,0.0,CBlock,778,0,0,778,0.0,0.0,1,4,8,Detchd,Y,0,WD ,120500,30,9,10958.0,3,4,69300.0,25,68,1.512490683845176
413,50,RL,60.0,9900,Pave,None,SWISU,1950,VinylSd,VinylSd,None,0.0,BrkTil,944,545,0,1489,0.0,0.0,2,7,8,Detchd,Y,335,WD ,139500,42,9,14004.0,3,4,2160.0,0,69,0.9074944103071056
414,20,RL,86.0,13286,Pave,None,Edwards,2008,CemntBd,CmentBd,Stone,340.0,PConc,1698,0,0,1698,1.0,0.0,2,8,8,Attchd,Y,327,WD ,320000,45,15,39834.0,5,4,62208.0,64,2,1.512490683845176
415,70,RL,107.0,12888,Pave,None,Sawyer,1980,Wd Sdng,Wd Sdng,None,0.0,CBlock,1262,1005,0,2267,1.0,0.0,1,7,8,Attchd,Y,521,WD ,219000,56,12,16938.0,3,8,26892.0,0,70,0.9074944103071056
416,20,RL,0.0,8885,Pave,None,Mitchel,1983,HdBoard,HdBoard,None,0.0,CBlock,902,0,0,902,1.0,0.0,1,5,8,Attchd,Y,164,WD ,131000,25,9,42532.0,3,0,8712.0,0,23,0.9074944103071056
417,60,RL,62.0,8857,Pave,None,Gilbert,2006,VinylSd,VinylSd,None,0.0,PConc,738,757,0,1495,0.0,0.0,2,7,8,Attchd,Y,100,New,171925,30,12,17712.0,4,4,15840.0,30,1,1.512490683845176
418,20,RL,53.0,14137,Pave,None,Gilbert,1997,HdBoard,HdBoard,None,0.0,PConc,1384,0,0,1384,1.0,0.0,2,7,8,Attchd,Y,0,WD ,177900,25,12,29652.0,4,0,7272.0,39,12,1.2099925470761408
419,70,RL,53.0,6720,Pave,None,Crawfor,1950,VinylSd,VinylSd,None,0.0,BrkTil,851,585,0,1436,0.0,0.0,1,7,8,Detchd,Y,184,CWD,141500,42,9,10530.0,3,4,2052.0,0,86,0.9074944103071056
420,60,RL,60.0,7500,Pave,None,Gilbert,1999,VinylSd,VinylSd,None,0.0,PConc,952,684,0,1636,1.0,0.0,2,7,8,Attchd,Y,0,WD ,191000,30,12,19992.0,3,3,23760.0,84,11,1.2099925470761408
421,20,RL,63.0,13072,Pave,None,SawyerW,2004,VinylSd,VinylSd,None,0.0,PConc,1158,0,0,1158,1.0,0.0,1,5,8,Detchd,Y,0,New,158000,30,9,21205.0,4,0,10368.0,50,2,1.512490683845176
422,20,RL,67.0,10656,Pave,None,Timber,2007,VinylSd,VinylSd,Stone,274.0,PConc,1646,0,0,1646,0.0,0.0,2,6,8,Attchd,Y,192,New,248900,40,12,117936.0,4,4,46980.0,80,1,1.512490683845176
423,50,RL,60.0,7200,Pave,None,SWISU,1950,Wd Sdng,Wd Sdng,BrkFace,252.0,BrkTil,981,787,0,1768,1.0,0.0,1,7,8,Detchd,Y,0,WD ,175000,35,9,13561.0,4,6,2160.0,0,70,1.512490683845176
424,190,RL,80.0,8800,Pave,None,NAmes,2000,BrkFace,VinylSd,None,0.0,PConc,1565,0,0,1565,1.0,0.0,2,7,7,Attchd,Y,200,WD ,185900,42,12,27491.0,4,6,5382.0,25,41,1.512490683845176
425,75,RM,60.0,10800,Pave,None,OldTown,1970,Wd Sdng,Wd Sdng,None,0.0,BrkTil,880,888,0,1768,0.0,0.0,1,6,8,Detchd,N,0,WD ,163000,49,9,34050.0,3,6,5760.0,341,92,0.5032232564786993
426,190,C (all),50.0,9000,Pave,None,IDOTRR,1951,WdShing,Wd Shng,None,0.0,CBlock,1060,336,0,1396,0.0,0.0,2,8,6,,Y,0,WD ,115000,30,4,23760.0,6,0,0.0,0,55,0.9074944103071056
427,80,RL,80.0,13014,Pave,None,Sawyer,1978,HdBoard,Plywood,BrkFace,39.0,CBlock,1096,0,0,1096,1.0,0.0,1,6,8,Attchd,Y,168,WD ,157500,30,9,42816.0,3,2,8712.0,0,30,0.9074944103071056
428,60,RL,0.0,15896,Pave,None,Gilbert,1999,VinylSd,VinylSd,BrkFace,210.0,PConc,1223,1089,0,2312,1.0,0.0,2,8,8,BuiltIn,Y,298,WD ,245000,35,12,21857.0,4,3,53298.0,0,10,1.512490683845176
429,120,RL,41.0,5395,Pave,None,StoneBr,1993,HdBoard,HdBoard,None,0.0,PConc,1337,0,0,1337,1.0,0.0,2,5,8,Attchd,Y,96,WD ,180000,40,12,27690.0,4,3,16632.0,168,15,1.2099925470761408
430,160,FV,0.0,5105,Pave,None,Somerst,2004,MetalSd,MetalSd,None,0.0,PConc,551,551,0,1102,0.0,0.0,2,4,8,Detchd,Y,0,WD ,148800,35,12,11790.0,4,0,8640.0,60,3,1.512490683845176
432,30,RL,60.0,8400,Pave,None,SWISU,1950,Wd Sdng,Wd Sdng,None,0.0,CBlock,438,0,0,438,0.0,0.0,1,3,8,Detchd,N,0,WD ,60000,10,9,2610.0,2,0,2214.0,0,89,0.9074944103071056
433,85,RL,64.0,12102,Pave,None,Edwards,1976,HdBoard,Plywood,BrkFace,222.0,CBlock,1033,0,0,1033,0.0,1.0,1,6,8,BuiltIn,Y,224,WD ,165000,25,9,31464.0,3,0,12096.0,0,32,1.512490683845176
434,60,RL,41.0,10905,Pave,None,CollgCr,2003,VinylSd,VinylSd,None,0.0,PConc,1129,1198,0,2327,0.0,0.0,2,9,8,BuiltIn,Y,0,WD ,240000,35,12,27096.0,4,4,21456.0,57,5,1.512490683845176
435,20,RL,0.0,9556,Pave,None,Gilbert,1993,HdBoard,HdBoard,BrkFace,52.0,PConc,1187,0,0,1187,0.0,0.0,2,6,8,Attchd,Y,0,WD ,160000,35,9,28032.0,4,0,15120.0,21,15,1.2099925470761408
436,190,RH,58.0,6430,Pave,None,SWISU,1950,Wd Sdng,Wd Sdng,None,0.0,CBlock,816,524,0,1340,1.0,0.0,1,6,8,Attchd,Y,0,WD ,128000,36,9,24180.0,3,0,3960.0,0,61,0.9074944103071056
437,90,RL,65.0,6040,Pave,None,Edwards,1955,AsbShng,Plywood,None,0.0,PConc,1152,0,0,1152,0.0,0.0,2,6,8,,N,0,WD ,82000,20,9,0.0,4,0,0.0,0,53,0.9074944103071056
438,20,RL,80.0,14695,Pave,None,NAmes,2008,MetalSd,MetalSd,BrkFace,210.0,CBlock,1567,0,0,1567,1.0,0.0,2,5,8,Attchd,Y,0,WD ,256000,48,12,22568.0,4,8,9756.0,452,43,1.2099925470761408
439,70,RM,50.0,9000,Pave,None,OldTown,1988,VinylSd,VinylSd,None,0.0,PConc,832,650,0,1482,0.0,1.0,1,7,8,Detchd,Y,0,WD ,143000,63,12,9204.0,3,0,5832.0,0,89,1.512490683845176
440,20,RL,67.0,8368,Pave,None,Timber,2007,VinylSd,VinylSd,None,0.0,PConc,1689,0,0,1689,0.0,0.0,2,7,8,Attchd,Y,100,New,231713,35,12,40536.0,4,0,23382.0,39,1,1.512490683845176
441,190,RL,195.0,41600,Pave,None,Gilbert,1990,HdBoard,HdBoard,None,0.0,CBlock,1424,0,0,1424,1.0,0.0,1,7,5,2Types,N,144,WD ,155000,25,9,60579.0,3,0,22356.0,0,38,0.7548348847180488
442,20,RL,59.0,6490,Pave,None,Mitchel,1983,VinylSd,VinylSd,None,0.0,CBlock,816,0,0,816,0.0,1.0,1,4,8,Attchd,Y,315,WD ,128500,35,12,13086.0,3,0,2376.0,0,25,1.512490683845176
443,30,RL,60.0,7290,Pave,None,SWISU,1950,WdShing,Wd Shng,BrkFace,174.0,BrkTil,1424,0,0,1424,0.0,0.0,2,7,8,Attchd,Y,0,WD ,168000,56,9,22104.0,3,4,2808.0,0,87,1.512490683845176
444,60,RL,0.0,7472,Pave,None,NAmes,2004,HdBoard,HdBoard,BrkFace,138.0,CBlock,725,754,0,1479,1.0,0.0,1,7,8,Attchd,Y,0,WD ,184000,63,9,10546.0,4,0,26136.0,32,35,1.2099925470761408
445,190,RL,70.0,7000,Pave,None,NAmes,1962,MetalSd,MetalSd,None,0.0,CBlock,1025,0,0,1025,1.0,0.0,1,6,8,,Y,96,WD ,124000,25,9,34384.0,3,0,0.0,80,44,0.9074944103071056
446,20,RL,0.0,11717,Pave,None,NWAmes,1970,HdBoard,HdBoard,BrkFace,571.0,CBlock,1442,0,0,1442,0.0,0.0,2,6,8,Attchd,Y,371,WD ,185000,36,9,25956.0,3,3,22140.0,0,39,0.9074944103071056
447,60,RL,106.0,11194,Pave,None,Gilbert,2000,VinylSd,VinylSd,BrkFace,40.0,PConc,1454,482,0,1936,0.0,0.0,2,7,8,Attchd,Y,188,WD ,230500,40,12,33744.0,4,3,18144.0,124,6,1.512490683845176
448,60,RL,90.0,11250,Pave,None,CollgCr,1998,VinylSd,VinylSd,BrkFace,227.0,PConc,1070,869,0,1939,0.0,1.0,2,8,8,Attchd,Y,128,WD ,227000,35,9,35468.0,4,3,29970.0,84,8,1.512490683845176
449,60,RL,64.0,8633,Pave,None,CollgCr,2005,VinylSd,VinylSd,None,0.0,PConc,738,738,0,1476,1.0,0.0,2,7,8,Attchd,Y,100,WD ,173500,30,12,16554.0,4,0,29160.0,35,4,1.512490683845176
450,85,RL,70.0,8400,Pave,None,NAmes,1968,HdBoard,HdBoard,None,0.0,CBlock,898,0,0,898,1.0,0.0,1,6,8,Attchd,Y,143,WD ,140000,30,9,48720.0,3,0,5868.0,0,38,1.2099925470761408
452,85,RL,0.0,8014,Pave,None,Sawyer,1978,Plywood,HdBoard,BrkFace,23.0,CBlock,1034,0,0,1034,0.0,1.0,1,5,8,Basment,Y,0,WD ,149900,30,9,24624.0,3,2,27216.0,0,31,0.9074944103071056
453,20,RL,0.0,12250,Pave,None,CollgCr,1978,HdBoard,HdBoard,BrkFace,180.0,CBlock,1174,0,0,1174,1.0,0.0,1,5,8,Attchd,Y,211,WD ,158000,30,9,26633.0,3,0,9504.0,0,30,1.512490683845176
454,160,FV,0.0,2403,Pave,None,Somerst,2003,VinylSd,VinylSd,None,0.0,PConc,530,550,0,1080,0.0,0.0,2,4,8,Attchd,Y,0,WD ,147110,35,12,11256.0,4,0,17856.0,50,7,1.512490683845176
455,50,RM,50.0,8600,Pave,None,IDOTRR,1950,MetalSd,MetalSd,None,0.0,BrkTil,780,596,0,1376,0.0,0.0,2,7,8,Detchd,N,0,WD ,119500,36,9,14040.0,3,4,1782.0,0,69,0.9074944103071056
456,50,RL,60.0,13680,Pave,None,Crawfor,1950,Wd Sdng,Wd Sdng,None,0.0,CBlock,840,727,0,1567,1.0,0.0,1,6,6,Detchd,Y,0,WD ,205000,30,9,12208.0,3,6,7920.0,21,69,1.512490683845176
457,70,RL,60.0,10800,Pave,Grvl,OldTown,1999,Wd Sdng,HdBoard,None,0.0,CBlock,751,783,0,1534,0.0,0.0,1,6,8,,N,0,WD ,148000,45,12,52992.0,4,0,0.0,112,112,1.512490683845176
458,120,RL,39.0,5389,Pave,None,StoneBr,1996,CemntBd,CmentBd,None,0.0,PConc,1616,0,0,1616,1.0,0.0,2,5,8,Attchd,Y,237,WD ,236500,40,12,31200.0,4,3,21888.0,152,15,1.512490683845176
459,50,RL,60.0,10890,Pave,None,SWISU,1950,MetalSd,MetalSd,None,0.0,BrkTil,1058,493,0,1551,1.0,0.0,2,6,8,Detchd,Y,0,WD ,137000,25,9,8976.0,2,0,1440.0,0,68,0.9074944103071056
460,20,RL,68.0,9768,Pave,None,NAmes,1955,Wd Sdng,Wd Sdng,None,0.0,CBlock,960,0,0,960,1.0,0.0,1,5,8,Attchd,Y,0,WD ,122000,25,9,15692.0,3,0,5940.0,70,54,1.2099925470761408
461,20,RL,73.0,8993,Pave,None,Gilbert,2007,VinylSd,VinylSd,None,0.0,PConc,1302,0,0,1302,0.0,0.0,2,6,8,Attchd,Y,0,New,176485,35,12,93744.0,4,0,23544.0,22,0,1.512490683845176
462,30,RL,50.0,11672,Pave,Pave,BrkSide,1950,MetalSd,MetalSd,None,0.0,BrkTil,816,0,0,816,0.0,0.0,1,4,8,Detchd,N,168,WD ,109000,25,9,14688.0,3,0,840.0,0,81,0.9074944103071056
463,120,RM,0.0,9763,Pave,None,GrnHill,1998,Wd Sdng,Wd Sdng,BrkFace,239.0,PConc,1502,0,0,1502,1.0,0.0,1,5,8,Attchd,Y,0,WD ,330000,35,12,28932.0,4,3,7722.0,0,9,1.512490683845176
464,20,RM,56.0,9836,Pave,Grvl,OldTown,2008,VinylSd,VinylSd,None,0.0,PConc,1133,0,0,1133,1.0,0.0,1,7,8,Detchd,Y,0,WD ,143000,30,9,3168.0,3,0,2772.0,175,0,1.2099925470761408
465,60,RL,89.0,10557,Pave,None,NoRidge,1998,MetalSd,MetalSd,BrkFace,422.0,PConc,1671,1407,0,3078,1.0,0.0,2,9,8,Attchd,Y,108,WD ,410000,45,12,132672.0,4,3,65286.0,87,9,1.512490683845176
466,60,RL,70.0,8462,Pave,None,SawyerW,1994,HdBoard,HdBoard,BrkFace,105.0,PConc,936,785,0,1721,0.0,1.0,2,7,8,Attchd,Y,300,WD ,201000,30,16,21556.0,4,0,16956.0,87,13,1.512490683845176
467,50,RL,60.0,10818,Pave,Grvl,OldTown,1950,VinylSd,VinylSd,None,0.0,BrkTil,981,779,0,1760,0.0,0.0,1,7,8,Detchd,Y,120,COD,80000,16,9,12924.0,3,3,7776.0,0,96,0.9074944103071056
468,70,RL,61.0,7259,Pave,None,Crawfor,2002,Wd Sdng,Wd Sdng,None,0.0,CBlock,1436,884,0,2320,1.0,0.0,2,9,8,Detchd,Y,224,WD ,259500,48,9,14358.0,4,3,1620.0,0,62,1.512490683845176
469,60,RL,0.0,11800,Pave,None,Timber,2004,VinylSd,VinylSd,BrkFace,94.0,PConc,1146,1340,0,2486,1.0,0.0,3,10,8,BuiltIn,Y,143,WD ,279900,35,12,75540.0,4,4,24408.0,32,4,1.512490683845176
470,20,RL,75.0,7500,Pave,None,NAmes,1994,BrkFace,BrkFace,None,0.0,CBlock,1246,0,0,1246,1.0,0.0,1,6,8,Attchd,Y,218,WD ,154000,35,9,14612.0,4,0,5490.0,0,51,1.512490683845176
471,50,RL,0.0,159000,Pave,None,ClearCr,2006,Wd Sdng,HdBoard,BrkCmn,472.0,CBlock,1444,700,0,2144,0.0,1.0,2,7,8,Attchd,Y,0,WD ,277000,42,12,107259.0,4,6,21006.0,98,49,1.2099925470761408
472,50,RL,62.0,6488,Pave,None,Edwards,1950,BrkFace,Wd Sdng,None,0.0,BrkTil,799,351,0,1150,0.0,0.0,1,6,5,BuiltIn,Y,264,WD ,128000,25,9,12772.0,3,6,1935.0,0,64,1.512490683845176
473,20,RL,110.0,14230,Pave,None,NridgHt,2007,VinylSd,VinylSd,Stone,640.0,PConc,1600,0,0,1600,0.0,0.0,2,7,8,Attchd,Y,0,WD ,256300,40,12,37584.0,4,4,48060.0,56,2,1.512490683845176
474,50,RL,110.0,7810,Pave,None,Crawfor,2003,AsbShng,CmentBd,None,0.0,BrkTil,1230,525,0,1755,0.0,0.0,2,7,8,Detchd,Y,0,WD ,188000,24,12,21186.0,4,3,1386.0,40,77,1.512490683845176
475,20,RL,85.0,14331,Pave,None,Timber,2002,VinylSd,VinylSd,BrkFace,630.0,PConc,1800,0,0,1800,1.0,0.0,2,7,8,Attchd,Y,270,WD ,312500,40,12,147204.0,4,4,61965.0,78,4,1.512490683845176
476,160,FV,30.0,3182,Pave,Pave,Somerst,2005,MetalSd,MetalSd,None,0.0,PConc,600,600,0,1200,0.0,0.0,2,4,8,Detchd,Y,0,WD ,151000,35,12,14400.0,4,0,17280.0,172,6,1.512490683845176
477,160,RM,24.0,1920,Pave,None,BrDale,1971,HdBoard,HdBoard,BrkFace,376.0,CBlock,765,600,0,1365,1.0,0.0,1,6,7,Detchd,Y,240,WD ,122500,25,9,11886.0,3,0,7920.0,36,36,1.512490683845176
478,60,RL,68.0,10110,Pave,None,SawyerW,2003,VinylSd,VinylSd,None,0.0,PConc,835,861,0,1696,1.0,0.0,2,7,8,Attchd,Y,143,WD ,188000,30,12,28095.0,4,0,19512.0,66,5,1.512490683845176
