,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
555,50,8,0.0,7920,1,2,2,1,1,1,1,12,1,3,1,2,6,7,1920,1950,2,1,9,9,3,0.0,3,2,2,3,3,1,1,0.0,1,0.0,319.0,319.0,1,3,1,4,1035,371,0,1406,0.0,0.0,1,0,3,1,2,6,8,0,0,7.0,None,0,0.0,0.0,0,0,1,0,144,0,0,0,3,0,0,3,2008,WD ,89500
556,20,6,100.0,18494,1,0,2,1,1,2,1,9,3,3,1,1,6,5,2005,2005,2,1,13,13,3,0.0,4,3,3,4,3,1,1,0.0,1,0.0,1324.0,1324.0,1,5,1,5,1324,0,0,1324,0.0,0.0,2,0,3,1,4,6,8,0,0,2.0,2005.0,3,2.0,430.0,3,3,3,36,23,0,0,0,0,0,0,1,2010,WD ,199500
557,20,6,0.0,7162,1,0,2,1,1,1,1,23,3,3,1,1,5,7,1966,1966,2,1,7,7,1,41.0,3,3,3,3,3,1,1,0.0,1,0.0,876.0,876.0,1,3,1,5,904,0,0,904,0.0,0.0,1,0,3,1,3,6,8,0,0,2.0,1966.0,1,1.0,408.0,3,3,3,0,0,0,0,0,3,0,0,12,2008,WD ,109900
558,70,6,53.0,10918,1,0,3,1,1,1,1,7,3,3,1,4,7,9,1926,2004,3,1,9,9,3,0.0,4,3,1,4,3,1,1,0.0,1,0.0,1276.0,1276.0,1,5,1,5,1276,804,0,2080,0.0,0.0,1,1,3,1,4,9,8,2,4,6.0,1926.0,1,1.0,282.0,3,3,3,0,0,0,0,145,3,0,0,6,2009,WD ,234000
559,120,8,37.0,4435,1,0,3,1,1,1,1,6,3,3,5,1,6,5,2004,2004,2,1,13,13,2,169.0,4,3,3,4,3,2,6,662.0,1,0.0,186.0,848.0,1,5,1,5,848,0,0,848,1.0,0.0,1,0,1,1,4,3,8,1,4,2.0,2004.0,2,2.0,420.0,3,3,3,140,0,0,0,0,0,0,0,5,2006,WD ,155900
560,50,6,0.0,11250,1,0,3,1,1,1,1,5,3,3,1,2,4,5,1957,1989,2,1,14,14,3,0.0,3,3,2,3,3,3,1,0.0,1,0.0,1104.0,1104.0,1,5,1,4,1104,684,0,1788,1.0,0.0,1,0,5,1,3,8,6,2,3,2.0,1957.0,1,1.0,304.0,3,3,3,120,0,0,0,0,0,0,0,11,2009,WD ,161500
561,20,6,0.0,14375,1,0,2,1,3,3,1,27,3,3,1,8,6,6,1958,1958,2,1,7,7,2,541.0,3,3,2,3,3,1,6,111.0,3,354.0,354.0,819.0,1,4,1,4,1344,0,0,1344,0.0,1.0,1,0,3,1,4,7,8,1,4,3.0,1958.0,2,2.0,525.0,3,3,3,0,118,0,0,233,0,0,0,1,2009,COD,137500
562,190,8,100.0,9045,1,0,3,1,1,1,1,21,3,3,2,4,5,3,1910,1950,2,1,9,9,3,0.0,3,2,1,3,3,2,1,0.0,1,0.0,840.0,840.0,3,2,0,3,1128,1128,0,2256,0.0,0.0,2,0,4,2,2,12,8,0,0,7.0,None,0,0.0,0.0,0,0,1,0,18,18,0,0,0,0,0,6,2010,WD ,76500
563,60,6,97.0,10029,1,0,2,1,1,2,1,5,3,3,1,4,6,5,1988,1989,2,1,10,10,2,268.0,4,3,3,4,3,1,6,831.0,1,0.0,320.0,1151.0,1,3,1,5,1164,896,0,2060,0.0,1.0,2,1,4,1,3,8,8,1,3,2.0,1988.0,1,2.0,521.0,3,3,3,0,228,0,0,192,0,0,0,9,2007,WD ,211000
564,120,5,34.0,4060,1,0,3,1,1,1,1,16,3,3,5,1,6,5,1998,1999,2,1,9,9,3,0.0,4,3,3,4,3,1,6,266.0,1,0.0,1139.0,1405.0,1,5,1,5,1337,0,0,1337,1.0,0.0,2,0,2,1,4,5,8,0,0,2.0,1998.0,3,2.0,511.0,3,3,3,144,68,0,0,0,0,0,0,8,2008,COD,181000
565,80,6,82.0,9020,1,0,3,1,1,1,1,16,3,3,1,8,6,7,1966,1966,2,1,7,7,2,183.0,3,3,2,3,3,4,3,312.0,5,539.0,276.0,1127.0,1,3,1,5,1165,0,0,1165,1.0,0.0,1,1,3,1,3,6,8,0,0,2.0,1966.0,2,2.0,490.0,4,4,3,0,129,0,0,0,4,0,0,5,2008,WD ,174900
566,80,6,96.0,11777,1,0,2,1,1,1,1,23,3,3,1,8,5,6,1966,1966,2,1,13,13,2,97.0,3,3,2,3,3,3,2,328.0,5,551.0,285.0,1164.0,1,5,1,5,1320,0,0,1320,1.0,0.0,1,0,3,1,3,6,8,2,2,2.0,1966.0,2,2.0,564.0,3,3,3,160,68,240,0,0,0,0,0,5,2006,WD ,164500
567,20,6,70.0,10171,1,0,2,1,1,1,1,19,3,3,1,1,7,5,2004,2004,2,1,13,13,2,168.0,4,3,3,4,3,1,6,2.0,1,0.0,1515.0,1517.0,1,5,1,5,1535,0,0,1535,0.0,0.0,2,0,3,1,4,7,8,0,0,2.0,2004.0,2,2.0,532.0,3,3,3,0,0,0,0,0,0,0,0,3,2010,WD ,214000
568,60,6,80.0,10400,1,0,3,1,1,1,1,20,3,3,1,4,7,6,1980,1988,2,1,7,7,2,280.0,3,3,2,4,3,2,1,0.0,1,0.0,738.0,738.0,1,3,1,5,1277,767,0,2044,0.0,0.0,2,1,3,1,3,7,7,1,3,2.0,1980.0,1,2.0,489.0,3,3,3,28,73,0,0,0,0,0,0,3,2008,WD ,185000
569,50,8,52.0,6240,1,0,3,1,1,1,1,4,3,3,1,2,4,7,1929,1950,2,1,9,9,3,0.0,3,3,3,3,3,1,4,80.0,1,0.0,624.0,704.0,1,5,1,5,624,512,0,1136,0.0,1.0,1,0,2,1,3,6,8,0,0,6.0,1990.0,1,1.0,336.0,3,3,3,0,365,80,0,0,0,0,0,8,2008,WD ,123000
570,85,6,0.0,12150,1,0,2,2,1,3,1,15,3,3,1,7,6,6,1979,1979,2,1,7,15,3,0.0,3,3,2,4,3,3,6,1001.0,1,0.0,0.0,1001.0,1,3,1,5,1299,0,0,1299,1.0,0.0,2,0,2,1,4,5,8,1,1,4.0,1979.0,2,2.0,486.0,3,3,3,84,0,222,0,0,3,0,0,1,2007,WD ,183500
571,160,3,24.0,2645,1,1,3,1,1,1,1,25,3,3,4,4,8,5,1999,2000,2,1,9,9,2,456.0,4,3,3,4,3,1,1,0.0,1,0.0,776.0,776.0,1,5,1,5,764,677,0,1441,0.0,0.0,2,1,2,1,4,5,8,0,0,6.0,1999.0,1,2.0,492.0,3,3,3,206,0,0,0,0,0,0,0,11,2007,WD ,174000
572,20,6,0.0,22692,1,0,2,1,1,1,1,8,3,3,1,1,5,5,1953,1953,2,1,9,9,3,0.0,3,3,2,3,3,1,3,587.0,1,0.0,486.0,1073.0,1,3,1,5,1630,0,0,1630,0.0,0.0,2,0,3,1,3,6,5,1,3,6.0,1953.0,1,2.0,649.0,3,3,2,0,64,0,0,0,0,0,0,3,2007,COD,130000
573,70,8,60.0,9600,1,2,3,1,1,1,1,21,3,3,1,4,7,7,1925,1990,2,1,14,14,3,0.0,3,3,1,3,4,1,2,16.0,1,0.0,712.0,728.0,1,5,1,5,832,809,0,1641,0.0,1.0,1,1,3,1,5,6,8,1,4,6.0,1925.0,1,2.0,546.0,2,3,3,0,0,234,0,0,0,0,0,8,2006,WD ,178000
574,60,6,74.0,13830,1,0,2,1,1,1,1,9,3,3,1,4,5,5,1997,1998,2,1,13,13,3,0.0,3,3,3,4,3,1,6,791.0,1,0.0,137.0,928.0,1,4,1,5,928,701,0,1629,0.0,0.0,2,1,3,1,3,6,8,1,3,2.0,1997.0,3,2.0,482.0,3,3,3,212,34,0,0,0,3,0,0,3,2010,WD ,189900
575,120,8,0.0,4435,1,0,3,1,1,1,1,6,3,3,5,1,6,5,2003,2004,2,1,13,13,2,170.0,4,3,3,4,3,3,6,685.0,1,0.0,163.0,848.0,1,5,1,5,848,0,0,848,1.0,0.0,1,0,1,1,4,4,8,0,0,2.0,2003.0,3,2.0,420.0,3,3,3,140,0,0,0,0,0,0,0,6,2009,WD ,144000
576,30,8,0.0,5890,1,0,3,1,1,2,1,12,3,3,1,1,6,8,1930,2007,2,1,14,14,3,0.0,4,4,1,3,3,3,5,538.0,1,0.0,278.0,816.0,1,5,1,5,816,0,0,816,0.0,0.0,1,0,2,1,3,5,8,0,0,6.0,2002.0,1,1.0,432.0,3,3,3,0,0,96,0,0,0,0,0,6,2008,WD ,120500
577,20,6,112.0,10859,1,0,3,1,1,2,1,6,3,3,1,1,5,5,1994,1995,2,1,13,13,3,0.0,3,3,3,4,3,1,1,0.0,1,0.0,1097.0,1097.0,1,5,1,5,1097,0,0,1097,0.0,0.0,1,1,3,1,3,6,8,0,0,2.0,1995.0,1,2.0,672.0,3,3,3,392,64,0,0,0,0,0,0,6,2009,WD ,145000
578,120,6,41.0,5330,1,0,3,1,1,1,1,26,3,3,5,1,8,5,2000,2000,2,1,6,6,3,0.0,4,3,3,4,3,3,6,1196.0,1,0.0,298.0,1494.0,1,5,1,5,1652,0,0,1652,1.0,0.0,2,0,2,1,5,6,8,0,0,2.0,2000.0,2,2.0,499.0,3,3,3,96,48,0,0,0,0,0,0,8,2007,WD ,251000
579,90,6,72.0,10778,1,0,3,1,1,1,1,23,3,3,3,1,4,5,1968,1968,4,1,7,7,3,0.0,3,3,2,3,3,1,1,0.0,1,0.0,1768.0,1768.0,1,3,0,5,1768,0,0,1768,0.0,0.0,2,0,4,2,3,8,8,0,0,7.0,None,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,4,2010,WD ,136500
580,90,6,74.0,6845,1,0,3,1,1,1,1,8,3,3,3,1,4,5,1955,1955,2,1,15,15,1,58.0,3,3,4,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,0,3,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,8,0,0,7.0,None,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,7,2008,WD ,82500
581,30,4,109.0,21780,2,0,3,1,2,1,1,12,3,3,1,1,2,4,1910,1950,2,1,14,14,3,0.0,2,2,2,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,0,4,810,0,0,810,0.0,0.0,1,0,1,1,3,4,7,0,0,6.0,1975.0,1,1.0,280.0,3,3,1,119,24,0,0,0,0,0,0,3,2009,ConLD,57625
582,120,6,80.0,10307,1,0,2,1,1,1,1,19,3,3,5,1,7,5,2007,2008,2,1,13,13,4,176.0,4,3,3,4,3,1,6,876.0,1,0.0,474.0,1350.0,1,5,1,5,1358,0,0,1358,1.0,0.0,2,0,2,1,4,6,8,1,4,2.0,2008.0,2,2.0,484.0,3,3,3,192,26,0,0,0,0,0,0,5,2009,WD ,212500
583,120,8,32.0,4500,1,0,3,1,1,4,1,15,3,3,4,1,6,5,1998,1998,4,1,13,13,2,116.0,3,3,3,5,3,1,6,897.0,1,0.0,319.0,1216.0,1,5,1,5,1216,0,0,1216,1.0,0.0,2,0,2,1,3,5,8,0,0,2.0,1998.0,1,2.0,402.0,3,3,3,0,125,0,0,0,0,0,0,5,2006,WD ,164000
584,50,8,75.0,9060,1,0,3,1,1,1,1,12,3,3,1,2,6,5,1957,1957,2,1,9,9,2,327.0,3,3,2,3,3,1,1,0.0,1,0.0,967.0,967.0,1,4,1,5,967,671,0,1638,0.0,0.0,2,0,4,1,4,6,8,0,0,6.0,1957.0,1,1.0,384.0,3,3,3,0,21,0,0,0,0,0,0,4,2006,WD ,139000
585,160,3,24.0,2160,1,1,3,1,1,1,1,25,3,3,4,4,7,5,1999,2000,2,1,9,9,2,212.0,4,3,3,4,3,1,4,510.0,1,0.0,90.0,600.0,1,5,1,5,624,628,0,1252,1.0,0.0,2,1,2,1,4,4,8,0,0,6.0,1999.0,1,2.0,462.0,3,3,3,0,48,0,0,0,0,0,0,3,2008,WD ,160000
586,85,6,70.0,7669,1,0,3,1,1,1,1,15,3,3,1,7,5,6,1992,1993,2,1,7,15,3,0.0,3,3,3,4,3,3,6,718.0,2,110.0,0.0,828.0,1,3,1,5,883,0,0,883,1.0,0.0,1,0,2,1,3,5,8,1,2,6.0,1998.0,1,2.0,698.0,3,3,3,100,32,0,0,0,4,0,0,6,2009,WD ,149000
587,20,6,62.0,9858,1,0,3,1,1,1,1,15,3,3,1,1,5,6,1968,1968,2,1,7,7,3,0.0,3,3,2,3,3,1,4,510.0,1,0.0,354.0,864.0,1,3,1,5,874,0,0,874,1.0,0.0,1,0,3,1,3,5,8,0,0,2.0,1968.0,2,1.0,288.0,3,3,3,33,0,0,0,0,2,2,600,11,2009,WD ,130000
588,70,8,50.0,10300,1,0,2,2,1,1,1,21,7,2,1,4,7,6,1921,1950,2,1,12,12,3,0.0,3,3,1,3,3,1,1,0.0,1,0.0,576.0,576.0,1,4,1,5,902,808,0,1710,0.0,0.0,2,0,3,1,3,9,8,0,0,6.0,1990.0,1,2.0,480.0,3,3,3,12,11,64,0,0,4,0,0,4,2010,WD ,140000
589,20,3,65.0,8125,1,0,3,1,1,2,1,25,3,3,1,1,8,5,2008,2009,4,1,13,13,2,288.0,4,3,3,4,3,1,1,0.0,1,0.0,1836.0,1836.0,1,5,1,5,1836,0,0,1836,0.0,0.0,2,0,3,1,4,8,8,1,4,2.0,2009.0,3,2.0,517.0,3,3,3,0,175,0,0,0,0,0,0,10,2009,New,264500
590,20,6,69.0,14850,1,0,2,1,1,1,1,16,3,3,1,1,5,5,1957,1957,2,1,14,14,3,0.0,3,3,2,3,3,1,3,895.0,1,0.0,197.0,1092.0,1,3,1,4,1092,0,0,1092,1.0,0.0,1,0,2,1,3,6,8,1,3,2.0,1957.0,3,1.0,299.0,3,3,3,268,0,0,0,122,1,0,0,5,2006,WD ,141000
592,20,6,80.0,9650,1,0,3,1,1,1,1,20,3,3,1,1,6,5,1977,1977,2,1,10,10,2,360.0,3,3,2,4,3,1,5,686.0,1,0.0,664.0,1350.0,1,3,1,5,1334,0,0,1334,0.0,1.0,2,0,2,1,3,6,8,1,3,2.0,1977.0,2,2.0,630.0,3,3,3,0,16,0,0,0,0,0,0,4,2009,WD ,167900
593,20,6,0.0,14585,1,0,2,1,1,3,1,16,3,3,1,1,6,6,1960,1987,2,1,14,14,2,85.0,3,3,2,3,3,1,4,594.0,3,219.0,331.0,1144.0,1,5,1,5,1429,0,0,1429,0.0,1.0,1,0,3,1,4,7,8,2,4,2.0,1960.0,1,2.0,572.0,3,3,3,216,110,0,0,0,0,0,0,6,2007,WD ,181900
594,20,3,75.0,9000,1,0,3,1,1,1,1,25,3,3,1,1,8,5,2008,2008,2,1,13,13,4,36.0,4,3,3,4,3,3,6,1078.0,1,0.0,488.0,1566.0,1,5,1,5,1566,0,0,1566,1.0,0.0,2,0,3,1,4,7,8,0,0,2.0,2008.0,2,2.0,750.0,3,3,3,144,168,0,0,0,0,0,0,4,2010,WD ,262500
595,60,6,0.0,13774,1,0,2,1,1,1,1,20,3,3,1,4,7,7,1977,1992,4,1,7,7,2,283.0,3,4,3,4,3,1,6,432.0,1,0.0,476.0,908.0,1,5,1,5,1316,972,0,2288,0.0,0.0,1,2,4,1,4,8,8,2,3,2.0,1977.0,2,2.0,520.0,3,3,3,321,72,0,0,156,0,0,0,11,2009,WD ,230000
596,120,3,50.0,5119,1,0,2,1,1,3,1,25,3,3,5,1,9,5,1999,2000,2,1,9,9,2,60.0,4,3,3,5,3,3,6,1238.0,1,0.0,460.0,1698.0,1,5,1,5,1709,0,0,1709,1.0,0.0,2,0,2,1,4,5,8,1,3,2.0,1999.0,3,2.0,506.0,3,3,3,97,65,0,0,0,0,0,0,1,2008,CWD,328900
597,20,6,71.0,9254,1,0,2,1,1,1,1,19,3,3,1,1,8,5,2005,2005,2,1,13,13,2,210.0,4,3,3,4,3,1,6,119.0,1,0.0,1602.0,1721.0,1,5,1,5,1721,0,0,1721,1.0,0.0,2,0,3,1,4,7,8,0,0,2.0,2005.0,2,2.0,554.0,3,3,3,168,27,0,0,0,0,0,0,1,2007,WD ,232698
598,20,6,95.0,10324,1,0,2,1,1,2,1,6,3,3,1,1,8,5,2008,2008,2,1,13,13,2,140.0,4,3,3,4,3,3,6,872.0,1,0.0,382.0,1254.0,1,5,1,5,1254,0,0,1254,1.0,0.0,2,0,2,1,4,5,8,0,0,2.0,2008.0,2,3.0,810.0,3,3,3,168,92,0,0,0,0,0,0,3,2009,WD ,221800
599,50,6,63.0,8375,1,0,3,1,1,2,1,23,3,3,1,2,5,7,1941,1973,2,1,14,14,3,0.0,3,3,1,3,3,1,5,336.0,1,0.0,240.0,576.0,1,4,1,5,864,486,0,1350,1.0,0.0,1,1,2,1,4,6,7,0,0,1.0,1973.0,1,3.0,627.0,3,3,1,0,0,0,0,0,3,0,0,6,2008,WD ,152400
600,20,6,75.0,9750,1,0,3,1,1,1,1,6,3,3,1,1,7,5,2000,2001,2,1,13,13,2,171.0,4,3,3,4,3,1,1,0.0,1,0.0,1630.0,1630.0,1,5,1,5,1630,0,0,1630,0.0,0.0,2,0,3,1,4,6,8,1,3,2.0,2000.0,1,2.0,451.0,3,3,3,74,234,0,0,0,0,0,0,10,2009,WD ,213000
601,60,6,74.0,7632,1,0,2,1,1,1,1,24,3,3,1,4,7,5,2005,2005,2,1,13,13,2,96.0,4,3,3,4,3,1,1,0.0,1,0.0,784.0,784.0,1,5,1,5,831,754,0,1585,0.0,0.0,2,1,3,1,4,7,8,0,0,2.0,2005.0,2,2.0,449.0,3,3,3,100,77,0,0,0,0,0,0,3,2006,WD ,184900
602,190,6,90.0,15750,1,0,3,1,1,2,1,7,3,3,2,1,5,5,1953,1953,4,1,9,9,2,56.0,3,3,2,3,3,2,4,841.0,1,0.0,324.0,1165.0,1,3,1,5,1336,0,0,1336,1.0,0.0,1,0,2,1,3,5,8,2,4,2.0,1953.0,1,1.0,375.0,3,3,3,0,0,0,0,0,0,0,0,6,2006,WD ,157000
603,20,6,0.0,9240,1,0,2,1,1,1,1,23,3,3,1,1,5,6,1962,2002,4,1,7,7,3,0.0,3,3,2,3,3,1,4,612.0,1,0.0,252.0,864.0,1,4,1,5,1211,0,0,1211,0.0,0.0,1,0,2,1,3,6,7,1,3,6.0,1972.0,1,2.0,576.0,3,3,3,161,0,0,0,0,3,0,0,3,2006,WD ,144000
604,20,6,80.0,10400,1,0,3,1,1,1,1,20,3,3,1,1,6,5,1979,1999,2,1,9,9,2,253.0,3,3,2,4,3,1,6,903.0,1,0.0,356.0,1259.0,1,5,1,5,1353,0,0,1353,1.0,0.0,2,0,2,1,3,5,8,1,3,2.0,1979.0,2,2.0,478.0,3,3,3,240,141,0,0,0,0,0,0,8,2007,WD ,192350
605,20,6,80.0,8800,1,0,3,1,1,1,1,16,3,3,1,1,7,6,1966,1966,4,1,7,10,2,202.0,3,3,2,3,3,1,4,654.0,1,0.0,520.0,1174.0,1,5,1,5,1200,0,0,1200,0.0,1.0,2,0,3,1,3,6,8,1,3,2.0,1966.0,2,2.0,440.0,3,3,3,0,0,0,0,0,3,0,0,10,2007,CWD,163500
606,60,6,86.0,11839,1,0,3,1,1,1,1,24,3,3,1,4,7,5,1990,1990,4,1,7,7,2,99.0,3,3,3,4,3,1,6,1085.0,1,0.0,390.0,1475.0,1,5,1,5,1532,797,0,2329,1.0,0.0,2,1,4,1,4,10,8,1,5,2.0,1990.0,1,2.0,514.0,3,3,3,192,121,0,0,0,0,0,0,5,2008,WD ,262280
607,20,6,70.0,9135,1,0,3,1,1,1,1,6,3,3,1,1,7,5,2002,2003,2,1,13,13,2,113.0,4,3,3,4,3,3,6,810.0,1,0.0,726.0,1536.0,1,5,1,5,1536,0,0,1536,1.0,0.0,2,0,3,1,4,7,8,0,0,2.0,2002.0,2,2.0,532.0,3,3,3,192,74,0,0,0,0,0,0,12,2008,WD ,214000
608,20,6,90.0,14115,1,0,2,1,1,1,1,7,3,3,1,1,6,7,1956,2004,2,1,11,11,3,0.0,3,3,3,3,3,1,5,296.0,6,547.0,230.0,1073.0,1,5,1,5,1811,0,0,1811,0.0,0.0,1,0,2,1,5,6,8,1,4,2.0,1956.0,3,2.0,470.0,3,3,3,0,0,280,0,0,0,0,0,7,2006,WD ,230000
609,60,6,109.0,14154,1,0,3,1,1,2,1,19,3,3,1,4,7,5,2006,2006,2,1,13,13,2,350.0,4,3,3,5,4,1,1,0.0,1,0.0,1063.0,1063.0,1,5,1,5,1071,1101,0,2172,0.0,0.0,2,1,3,1,4,9,8,1,4,2.0,2006.0,2,3.0,947.0,3,3,3,192,62,0,0,0,0,0,0,8,2007,New,280000
610,20,2,65.0,6565,1,0,3,1,1,2,1,12,3,3,1,1,4,6,1957,1980,2,1,9,9,3,0.0,3,3,2,3,3,1,6,967.0,1,0.0,106.0,1073.0,1,4,1,4,1073,0,0,1073,1.0,0.0,1,0,3,1,3,6,8,0,0,6.0,1985.0,1,2.0,720.0,3,3,3,0,444,0,0,0,0,0,0,8,2007,WD ,140000
611,60,6,70.0,7700,1,0,3,1,1,1,1,16,5,3,1,4,6,5,1966,1966,2,1,9,9,2,351.0,3,3,2,3,3,1,1,0.0,1,0.0,756.0,756.0,1,3,1,5,1051,788,0,1839,0.0,0.0,1,1,4,1,3,7,8,1,3,2.0,1966.0,1,2.0,442.0,3,3,3,0,124,216,0,0,0,0,0,6,2010,WD ,155000
612,50,2,63.0,4761,1,0,3,1,1,2,1,12,3,3,1,3,3,3,1918,1950,2,1,14,14,3,0.0,2,2,1,3,2,1,1,0.0,1,0.0,1020.0,1020.0,1,2,0,2,1020,0,0,1020,0.0,0.0,1,0,2,1,2,5,8,0,0,7.0,None,0,0.0,0.0,0,0,1,0,0,105,0,0,0,0,0,10,2006,ConLD,64500
613,60,6,87.0,12361,1,0,2,1,1,3,1,24,3,3,1,4,6,7,1993,1993,2,1,13,13,2,85.0,4,4,3,4,3,1,6,860.0,1,0.0,86.0,946.0,1,5,1,5,964,838,0,1802,0.0,1.0,2,1,3,1,4,8,8,1,4,1.0,2000.0,2,4.0,1017.0,3,3,3,450,92,0,0,0,0,0,0,5,2010,WD ,218000
614,80,6,72.0,9720,1,0,3,1,1,1,1,6,3,3,1,8,5,7,1977,1977,2,1,10,13,2,51.0,3,3,2,3,5,3,5,755.0,1,0.0,240.0,995.0,1,3,1,5,1009,0,0,1009,0.0,0.0,2,0,3,1,3,6,8,1,2,6.0,1977.0,1,2.0,576.0,3,3,3,0,0,0,0,0,3,0,0,6,2007,WD ,160000
615,20,3,72.0,8640,1,0,3,1,1,1,1,25,3,3,1,1,8,5,2007,2007,2,1,13,13,3,0.0,4,3,3,4,3,1,6,24.0,1,0.0,1314.0,1338.0,1,5,1,5,1338,0,0,1338,0.0,0.0,2,0,3,1,4,6,8,0,0,2.0,2007.0,2,2.0,598.0,3,3,3,0,141,0,0,0,0,0,0,11,2007,New,208900
617,160,3,30.0,3180,1,1,3,1,1,1,1,25,3,3,5,4,7,5,2007,2007,2,1,13,13,3,0.0,4,3,3,4,3,1,1,0.0,1,0.0,689.0,689.0,1,5,1,5,703,689,0,1392,0.0,0.0,2,0,2,1,4,5,8,0,0,6.0,2007.0,1,2.0,540.0,3,3,3,0,102,0,0,0,0,0,0,3,2008,WD ,146000
618,120,6,38.0,14963,1,0,1,1,1,1,1,28,3,3,5,1,8,5,1996,1996,2,1,4,4,3,0.0,4,3,3,4,3,1,6,786.0,1,0.0,474.0,1260.0,1,5,1,5,1288,0,0,1288,1.0,0.0,1,1,1,1,5,4,8,2,4,2.0,1996.0,3,2.0,500.0,3,3,3,120,30,0,0,224,0,0,0,12,2008,WD ,245500
619,45,8,50.0,5000,1,0,3,2,1,1,2,4,3,3,1,3,6,7,1926,1950,2,1,9,9,3,0.0,3,3,1,3,3,1,1,0.0,1,0.0,992.0,992.0,1,5,1,5,1013,0,0,1013,0.0,0.0,1,0,3,1,3,6,8,0,0,6.0,1926.0,1,1.0,160.0,2,3,3,0,0,101,0,0,0,0,0,4,2008,WD ,113000
620,20,6,129.0,16870,1,0,2,1,1,5,1,19,3,3,1,1,8,5,2004,2005,4,1,13,13,2,238.0,4,3,3,5,3,4,6,1531.0,1,0.0,251.0,1782.0,1,5,1,5,1782,0,0,1782,1.0,0.0,2,0,3,1,4,7,8,2,4,2.0,2004.0,3,3.0,932.0,3,3,3,99,82,0,0,0,0,0,0,4,2009,WD ,296000
621,20,6,86.0,14157,1,0,2,3,1,2,1,26,3,3,1,1,9,5,2005,2006,4,1,13,13,4,200.0,4,3,3,5,3,4,6,1249.0,1,0.0,673.0,1922.0,1,5,1,5,1922,0,0,1922,1.0,0.0,2,0,3,1,4,8,8,1,4,2.0,2005.0,3,3.0,676.0,3,3,3,178,51,0,0,0,0,0,0,7,2007,WD ,377426
622,20,6,96.0,12456,1,0,3,1,1,4,1,19,3,3,1,1,10,5,2006,2007,4,1,6,6,4,230.0,5,3,3,5,3,4,6,1172.0,1,0.0,528.0,1700.0,1,5,1,5,1718,0,0,1718,1.0,0.0,2,0,3,1,5,7,8,1,4,2.0,2008.0,3,3.0,786.0,3,3,3,216,48,0,0,0,0,0,0,7,2009,WD ,337500
623,20,6,100.0,14836,1,0,2,3,1,1,2,19,3,3,1,1,10,5,2004,2005,4,1,6,6,4,730.0,5,3,3,5,3,4,6,2146.0,1,0.0,346.0,2492.0,1,5,1,5,2492,0,0,2492,1.0,0.0,2,1,2,1,5,8,8,1,5,2.0,2004.0,3,3.0,949.0,3,3,3,226,235,0,0,0,0,0,0,2,2009,WD ,552000
624,50,6,56.0,6956,1,0,3,1,1,1,1,8,3,3,1,2,4,7,1948,1950,2,1,13,13,3,0.0,3,4,2,2,3,2,1,0.0,1,0.0,624.0,624.0,1,5,1,5,624,312,0,936,0.0,0.0,1,0,3,1,3,5,8,0,0,2.0,1948.0,1,1.0,265.0,3,1,3,0,0,0,0,0,0,0,0,4,2006,WD ,97900
625,20,3,75.0,7862,1,0,2,1,1,1,1,25,3,3,1,1,6,5,2009,2009,2,1,13,13,3,0.0,4,3,3,4,3,1,6,27.0,1,0.0,1191.0,1218.0,1,5,1,5,1218,0,0,1218,0.0,0.0,2,0,2,1,4,4,8,0,0,2.0,2009.0,3,2.0,676.0,3,3,3,0,102,0,0,0,0,0,0,9,2009,New,208300
626,60,6,0.0,11050,1,0,3,1,1,1,1,15,3,3,1,4,7,5,1996,1997,2,1,13,13,3,0.0,3,3,3,4,3,2,1,0.0,1,0.0,910.0,910.0,1,5,1,5,910,910,0,1820,0.0,0.0,2,1,3,1,4,8,8,1,3,2.0,1996.0,1,3.0,816.0,3,3,3,318,32,0,0,0,0,0,0,9,2008,WD ,213000
